Id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels
328,39,icmp,private,RSTO,2736,3549,0,1,0,0,1,0,2,0,0,1,2,2,2,0,1,0,99,1,0.02,0.34,0.49,0.19,0.35,0.35,0.19,203,113,0.96,0.37,0.74,0.07,0.39,0.39,0.4,0.32,normal
329,33,tcp,smtp,S0,4490,4245,0,2,0,1,1,1,2,0,1,2,1,1,2,0,0,0,18,17,0.06,0.4,0.36,0.37,0.09,0.05,0.37,202,246,0.83,0.49,0.9,0.42,0.32,0.28,0.03,0.19,normal
330,93,icmp,other,S0,5309,291,0,2,6,1,2,0,8,0,0,8,3,1,1,0,0,0,6,17,0.63,0.54,0.72,1.0,0.87,0.21,0.33,90,128,0.89,0.43,0.54,0.06,0.68,0.98,0.04,0.38,neptune
331,5,udp,private,SF,1596,484,1,2,0,0,1,1,0,0,0,1,1,0,3,0,0,0,28,91,0.47,0.19,0.45,0.3,0.42,0.15,0.46,34,178,0.81,0.43,0.47,0.47,0.07,0.32,0.03,0.48,normal
332,19,tcp,ftp_data,SH,7400,1113,0,1,1,1,2,1,1,0,0,9,3,1,0,0,0,1,37,100,0.92,0.54,0.52,0.68,0.92,0.25,0.29,117,145,0.83,0.28,0.86,0.48,0.76,1.0,0.17,0.24,back
333,33,tcp,other,S0,8794,112,0,7,3,2,2,0,0,0,1,4,1,0,5,0,1,1,44,60,0.59,0.87,0.81,0.56,0.96,0.06,0.45,46,16,0.92,0.05,0.43,0.24,0.94,0.94,0.45,0.19,teardrop
334,86,tcp,private,RSTO,2854,474,1,0,0,2,0,1,2,0,1,0,2,1,1,0,1,0,84,22,0.16,0.18,0.33,0.35,0.49,0.13,0.41,173,25,0.59,0.37,0.48,0.43,0.41,0.27,0.06,0.05,normal
335,80,icmp,http,SF,3231,1866,0,5,4,1,2,0,10,0,1,3,0,2,1,0,0,1,43,47,0.85,0.95,1.0,0.65,0.98,0.18,0.46,72,222,0.81,0.47,0.94,0.33,0.86,0.87,0.37,0.17,smurf
336,30,icmp,private,SH,8128,1829,0,8,1,1,3,0,2,1,1,0,1,0,5,0,1,0,80,38,0.59,0.7,0.86,0.53,0.89,0.15,0.47,246,138,0.92,0.21,0.96,0.39,0.93,0.71,0.03,0.29,back
337,61,udp,private,SH,8364,861,0,4,8,4,4,1,5,1,0,3,0,1,1,0,1,1,34,47,0.77,0.52,0.58,0.57,0.9,0.15,0.42,12,97,0.85,0.3,0.46,0.07,0.93,0.69,0.4,0.28,neptune
338,57,tcp,domain_u,REJ,9631,258,1,7,9,2,2,0,3,1,1,9,0,0,1,0,0,1,38,39,0.94,0.73,0.79,0.6,0.98,0.28,0.48,225,113,0.9,0.19,0.71,0.31,0.63,0.79,0.12,0.38,neptune
339,70,icmp,eco_i,SH,4272,1045,0,6,5,1,1,0,8,0,0,2,1,1,3,0,1,0,20,57,0.96,0.64,0.98,0.52,0.81,0.3,0.47,243,230,0.95,0.0,0.2,0.48,0.68,0.76,0.09,0.45,teardrop
340,3,tcp,eco_i,S0,5231,1697,0,10,5,4,4,1,6,0,0,8,3,0,0,0,1,1,66,77,0.64,0.79,0.59,0.83,0.86,0.16,0.08,78,75,0.81,0.38,0.9,0.35,0.68,0.63,0.2,0.45,neptune
341,60,udp,domain_u,SH,3689,648,1,10,5,1,3,0,8,0,1,9,0,1,0,0,1,1,88,33,0.63,0.59,0.6,0.55,0.97,0.16,0.03,206,231,0.87,0.38,0.32,0.48,0.58,0.82,0.27,0.43,smurf
342,51,tcp,other,S0,4343,608,0,3,6,3,5,1,8,0,0,4,1,0,5,0,0,0,88,11,0.73,0.66,0.95,0.99,0.95,0.06,0.08,241,19,0.86,0.09,0.09,0.36,0.69,0.5,0.37,0.42,back
343,93,tcp,domain_u,RSTO,3225,872,0,0,0,1,1,1,0,0,0,2,1,1,5,0,0,0,68,95,0.37,0.23,0.11,0.06,0.23,0.09,0.47,162,162,0.98,0.16,0.44,0.22,0.12,0.37,0.49,0.25,normal
344,20,icmp,eco_i,RSTO,3248,2723,1,2,0,1,0,1,1,0,1,0,0,1,4,0,0,0,26,59,0.43,0.37,0.1,0.01,0.16,0.24,0.06,66,179,0.69,0.1,0.44,0.29,0.37,0.34,0.36,0.25,normal
345,62,tcp,eco_i,REJ,3461,1450,0,2,0,1,1,0,0,0,1,3,0,1,1,0,1,0,87,65,0.23,0.05,0.34,0.41,0.28,0.45,0.3,89,20,0.94,0.07,0.65,0.34,0.41,0.04,0.41,0.01,normal
346,89,tcp,ftp_data,SH,260,1008,0,2,0,0,0,1,2,0,1,1,2,1,1,0,0,0,95,5,0.15,0.06,0.24,0.05,0.41,0.21,0.3,7,218,0.51,0.03,0.92,0.0,0.15,0.22,0.43,0.1,normal
347,55,udp,eco_i,SH,8495,546,1,7,4,0,0,1,10,0,0,2,4,0,5,0,0,0,64,9,0.74,0.84,0.74,0.84,0.82,0.49,0.43,93,216,0.91,0.25,0.15,0.21,0.98,0.99,0.19,0.38,smurf
348,51,icmp,http,SF,4589,1636,0,2,0,1,0,1,1,0,1,3,1,1,1,0,1,0,88,32,0.09,0.15,0.11,0.25,0.45,0.19,0.21,219,253,0.69,0.0,0.69,0.13,0.14,0.02,0.29,0.47,normal
349,62,udp,other,RSTO,3699,397,0,2,0,2,1,1,0,0,1,1,2,1,4,0,0,0,9,42,0.27,0.36,0.23,0.09,0.46,0.28,0.21,226,146,0.7,0.28,0.25,0.29,0.05,0.08,0.46,0.27,normal
350,30,udp,ftp_data,REJ,72,1224,0,1,0,2,0,1,2,0,0,3,1,0,1,0,1,0,30,18,0.35,0.34,0.01,0.01,0.02,0.39,0.08,34,16,0.67,0.22,0.18,0.08,0.46,0.0,0.29,0.19,normal
351,22,tcp,ftp_data,SH,2547,3327,0,1,0,0,1,1,2,0,1,2,2,0,3,0,1,0,93,22,0.35,0.22,0.12,0.06,0.36,0.44,0.27,73,162,0.56,0.12,0.56,0.12,0.15,0.22,0.05,0.35,normal
352,13,tcp,ftp_data,SF,6634,68,1,3,2,2,2,0,1,1,0,1,0,1,5,0,1,0,86,12,0.95,0.87,0.7,0.54,0.82,0.16,0.47,110,6,0.89,0.47,0.87,0.12,0.79,0.55,0.17,0.47,teardrop
353,44,icmp,http,SF,2116,842,0,1,0,1,1,0,0,0,1,1,0,2,5,0,0,0,18,99,0.37,0.31,0.48,0.17,0.07,0.34,0.49,59,148,0.61,0.42,0.87,0.49,0.36,0.3,0.03,0.47,normal
354,79,udp,domain_u,SH,1718,858,1,10,7,1,5,1,7,0,1,6,5,1,2,0,1,1,3,2,0.73,0.98,0.94,0.85,0.81,0.26,0.18,114,59,0.86,0.36,0.11,0.36,0.81,0.85,0.46,0.12,back
355,27,tcp,domain_u,REJ,9620,1875,0,0,10,4,0,1,5,1,0,10,0,1,5,0,1,1,33,96,0.97,0.68,0.77,0.95,0.95,0.34,0.48,207,163,0.85,0.5,0.91,0.11,0.86,0.7,0.4,0.15,teardrop
356,53,udp,eco_i,SF,2949,3156,1,1,0,0,1,1,0,0,0,3,0,1,5,0,0,0,99,24,0.12,0.31,0.26,0.23,0.13,0.14,0.27,54,40,0.58,0.24,0.05,0.43,0.45,0.33,0.5,0.11,normal
357,83,icmp,eco_i,SH,3780,1822,1,6,3,4,4,1,0,1,0,7,5,2,2,0,0,1,26,25,0.86,0.69,0.97,0.56,0.91,0.35,0.22,57,162,0.85,0.33,0.52,0.46,0.59,0.82,0.17,0.23,smurf
358,26,udp,ftp_data,SH,5999,501,1,3,3,3,3,0,8,1,0,1,2,1,3,0,1,1,28,59,0.94,0.98,0.65,0.79,0.87,0.18,0.08,96,80,0.82,0.14,0.99,0.16,0.7,0.92,0.3,0.08,back
359,22,udp,http,RSTO,1059,1912,0,5,0,2,1,1,2,1,1,6,1,1,3,0,1,1,19,99,0.57,0.91,0.85,0.99,0.83,0.35,0.29,12,170,0.84,0.02,0.5,0.48,0.6,0.63,0.13,0.32,neptune
360,11,udp,http,S0,2621,1880,1,0,0,1,0,1,2,0,1,2,2,0,1,0,0,0,74,59,0.24,0.21,0.22,0.34,0.11,0.12,0.26,74,88,0.98,0.19,0.36,0.11,0.05,0.41,0.18,0.24,normal
361,76,icmp,private,S0,8588,1599,1,10,1,1,5,1,1,0,0,5,1,1,1,0,1,1,82,60,0.83,0.62,0.72,0.99,0.89,0.45,0.39,12,47,0.98,0.03,0.14,0.37,0.91,0.84,0.17,0.03,teardrop
362,25,udp,ftp_data,REJ,4875,180,1,1,0,2,0,1,0,0,1,0,1,1,4,0,0,0,2,40,0.29,0.23,0.34,0.09,0.36,0.05,0.32,4,244,0.71,0.21,0.86,0.35,0.31,0.12,0.28,0.2,normal
363,14,tcp,http,SH,2521,125,1,0,0,2,1,0,2,0,0,3,2,1,0,0,1,0,29,22,0.04,0.06,0.31,0.18,0.18,0.1,0.45,125,97,0.73,0.29,0.68,0.2,0.17,0.16,0.21,0.2,normal
364,15,tcp,http,SH,9162,204,0,1,6,3,3,1,7,1,1,4,1,0,1,0,1,0,84,48,0.61,0.65,0.56,0.75,0.85,0.1,0.41,194,161,0.9,0.17,0.62,0.4,0.58,0.99,0.3,0.13,neptune
365,2,icmp,smtp,SF,3611,1391,0,1,3,2,4,0,8,1,1,10,3,0,2,0,0,0,18,30,0.7,0.71,0.63,0.7,0.86,0.44,0.02,100,215,0.83,0.4,0.45,0.33,0.98,0.76,0.47,0.36,neptune
366,78,icmp,smtp,REJ,8355,1925,0,0,9,0,0,1,9,0,0,5,2,0,3,0,1,0,8,4,0.57,0.59,0.72,0.68,0.85,0.06,0.46,80,231,0.8,0.13,0.01,0.49,0.53,0.8,0.2,0.25,neptune
367,40,icmp,eco_i,SF,4715,373,1,4,7,4,0,1,6,0,0,0,1,0,0,0,0,0,78,73,0.51,0.81,0.95,0.8,0.81,0.2,0.27,233,167,0.93,0.48,0.94,0.19,0.51,0.55,0.02,0.4,back
368,40,tcp,eco_i,SF,4137,399,0,0,0,1,0,1,1,0,1,3,1,0,3,0,1,0,70,16,0.17,0.11,0.41,0.12,0.35,0.28,0.23,70,190,0.62,0.38,0.68,0.5,0.43,0.15,0.02,0.14,normal
369,5,udp,smtp,RSTO,4248,2821,1,0,0,2,1,1,2,0,0,2,1,2,3,0,1,0,81,41,0.26,0.13,0.4,0.24,0.21,0.16,0.13,189,131,0.88,0.14,0.63,0.29,0.36,0.12,0.45,0.1,normal
370,18,tcp,smtp,REJ,9818,1170,1,2,6,1,5,0,2,1,0,0,1,2,4,0,1,1,89,39,0.92,0.54,0.92,0.85,0.89,0.3,0.19,203,8,0.86,0.24,1.0,0.11,0.88,0.92,0.1,0.04,teardrop
371,74,udp,domain_u,REJ,6259,223,1,9,3,5,0,1,5,0,0,4,0,1,1,0,1,1,92,34,0.59,0.86,0.68,0.59,0.82,0.25,0.5,169,167,0.98,0.09,0.01,0.2,0.74,0.71,0.11,0.04,teardrop
372,3,udp,ftp_data,SH,3996,2726,1,1,0,1,1,1,2,0,1,2,1,1,4,0,1,0,90,1,0.11,0.11,0.39,0.14,0.3,0.2,0.39,235,59,0.77,0.16,0.59,0.38,0.31,0.18,0.04,0.12,normal
373,86,udp,private,REJ,2658,1067,0,3,1,1,2,1,10,0,0,6,1,1,5,0,0,0,29,52,0.58,0.78,0.85,0.56,0.82,0.25,0.05,114,182,0.88,0.06,0.47,0.22,0.97,0.79,0.32,0.46,back
374,81,udp,domain_u,RSTO,6260,1602,0,8,4,0,4,0,4,1,0,4,5,2,5,0,1,1,47,1,0.89,0.51,0.83,0.63,0.88,0.38,0.32,228,188,0.99,0.02,0.9,0.09,0.64,0.78,0.48,0.22,smurf
375,49,udp,private,RSTO,1445,2688,0,2,0,0,1,0,2,0,1,1,2,1,4,0,0,0,3,35,0.07,0.39,0.34,0.0,0.24,0.04,0.28,239,238,0.57,0.33,0.03,0.25,0.01,0.4,0.11,0.46,normal
376,44,icmp,domain_u,S0,3973,1641,1,2,0,2,1,0,1,0,1,1,2,0,5,0,1,0,69,17,0.47,0.08,0.19,0.23,0.47,0.01,0.22,255,116,0.53,0.31,0.92,0.04,0.01,0.4,0.15,0.27,normal
377,68,icmp,smtp,REJ,45,4156,1,1,0,0,0,1,2,0,1,3,2,1,1,0,0,0,57,62,0.27,0.47,0.08,0.01,0.13,0.42,0.09,193,191,0.62,0.19,0.7,0.16,0.12,0.19,0.04,0.44,normal
378,86,udp,http,SH,1494,394,1,6,6,2,1,0,0,0,1,8,5,1,5,0,0,1,6,18,0.83,0.76,0.54,0.69,0.92,0.35,0.43,104,4,0.95,0.04,1.0,0.09,0.99,0.75,0.25,0.49,smurf
379,41,tcp,http,REJ,4487,1111,1,1,1,1,2,0,7,1,1,9,0,1,2,0,0,1,57,72,0.93,0.78,0.53,0.97,0.99,0.16,0.08,57,216,0.95,0.3,0.52,0.08,0.85,0.68,0.21,0.16,back
380,54,icmp,other,REJ,3886,905,0,1,0,1,0,0,0,0,0,2,2,0,3,0,1,0,1,20,0.24,0.25,0.25,0.08,0.47,0.09,0.29,207,194,0.64,0.35,0.79,0.43,0.13,0.25,0.39,0.22,normal
381,21,icmp,ftp_data,SF,1773,2826,0,1,0,1,1,0,1,0,1,3,2,2,5,0,1,0,79,32,0.04,0.15,0.1,0.26,0.01,0.11,0.09,42,12,0.8,0.1,0.3,0.46,0.05,0.38,0.27,0.45,normal
382,51,udp,http,S0,2170,4295,1,2,0,0,1,0,1,0,1,3,0,2,2,0,1,0,1,85,0.48,0.21,0.18,0.04,0.13,0.45,0.26,15,60,0.77,0.15,0.41,0.18,0.04,0.29,0.22,0.43,normal
383,84,udp,eco_i,S0,141,2133,1,2,0,2,1,1,2,0,0,3,1,1,3,0,0,0,45,76,0.26,0.21,0.4,0.16,0.45,0.09,0.2,15,110,0.73,0.11,0.24,0.06,0.37,0.37,0.08,0.42,normal
384,15,tcp,http,SH,1819,3669,0,1,0,2,0,0,0,0,0,1,2,2,0,0,1,0,1,88,0.46,0.45,0.28,0.3,0.12,0.28,0.3,213,162,0.73,0.41,0.71,0.05,0.17,0.38,0.04,0.02,normal
385,81,icmp,other,SF,2922,786,0,3,7,1,2,0,9,1,0,4,5,0,4,0,1,1,92,69,0.53,0.65,0.65,0.8,0.8,0.48,0.06,150,10,0.87,0.29,0.92,0.03,0.83,0.73,0.03,0.29,teardrop
386,41,tcp,eco_i,S0,3925,2020,1,0,0,2,1,1,0,0,0,2,0,1,2,0,0,0,58,53,0.4,0.18,0.05,0.04,0.33,0.35,0.17,248,26,0.89,0.44,0.92,0.5,0.1,0.19,0.08,0.02,normal
387,0,tcp,ftp_data,RSTO,1616,3624,0,0,0,0,0,0,0,0,1,3,2,1,3,0,1,0,97,54,0.18,0.34,0.24,0.22,0.29,0.18,0.15,70,91,0.9,0.19,0.34,0.25,0.15,0.39,0.2,0.08,normal
388,55,tcp,eco_i,S0,1620,657,0,1,0,0,0,0,1,0,1,2,2,1,5,0,0,0,12,66,0.31,0.2,0.49,0.31,0.22,0.19,0.05,227,81,0.89,0.21,0.76,0.04,0.05,0.4,0.0,0.2,normal
389,78,icmp,smtp,S0,2199,845,1,1,0,0,1,1,2,0,0,2,0,1,0,0,1,0,77,91,0.01,0.11,0.13,0.15,0.04,0.19,0.01,178,134,0.63,0.44,0.04,0.44,0.31,0.1,0.24,0.49,normal
390,26,udp,ftp_data,REJ,995,4818,1,1,0,0,1,0,2,0,1,3,1,1,2,0,0,0,47,5,0.13,0.12,0.05,0.13,0.26,0.04,0.18,21,176,0.97,0.16,0.32,0.14,0.43,0.1,0.32,0.34,normal
391,59,tcp,eco_i,SF,3609,3910,0,2,0,0,1,0,1,0,0,3,2,1,2,0,1,0,31,89,0.32,0.0,0.1,0.01,0.47,0.38,0.31,200,152,0.52,0.3,0.3,0.12,0.26,0.3,0.42,0.02,normal
392,2,icmp,smtp,S0,4463,3199,0,0,0,1,0,1,0,0,0,2,1,0,4,0,0,0,47,15,0.06,0.07,0.35,0.48,0.06,0.43,0.04,192,212,1.0,0.39,0.78,0.09,0.0,0.01,0.06,0.25,normal
393,61,tcp,other,REJ,1054,3916,1,0,0,0,1,1,0,0,1,1,1,2,1,0,0,0,95,11,0.18,0.15,0.25,0.17,0.08,0.37,0.5,99,27,0.95,0.4,0.95,0.48,0.32,0.14,0.3,0.01,normal
394,57,icmp,private,SH,7760,1547,1,2,10,4,4,0,6,1,1,10,4,0,4,0,1,0,29,100,0.51,0.9,0.79,0.97,0.8,0.04,0.25,31,147,0.9,0.37,0.15,0.23,0.5,0.89,0.36,0.04,neptune
395,50,icmp,domain_u,SH,2936,302,0,7,0,0,2,0,9,0,0,6,3,1,0,0,0,1,23,29,0.95,0.67,0.72,0.51,0.94,0.48,0.3,183,20,0.91,0.34,0.01,0.15,0.55,0.93,0.15,0.08,teardrop
396,56,icmp,private,RSTO,2453,3267,1,2,0,1,0,0,1,0,1,1,0,2,2,0,1,0,98,12,0.45,0.16,0.33,0.27,0.25,0.32,0.1,52,68,0.62,0.34,0.17,0.31,0.33,0.37,0.02,0.18,normal
397,94,tcp,ftp_data,S0,1410,2097,0,1,0,0,1,0,1,0,0,0,1,1,3,0,1,0,78,49,0.42,0.49,0.21,0.25,0.2,0.31,0.15,225,169,0.9,0.4,0.9,0.12,0.01,0.2,0.19,0.33,normal
398,83,tcp,private,RSTO,3412,2241,0,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,18,47,0.03,0.15,0.13,0.08,0.32,0.28,0.22,216,211,0.62,0.11,0.68,0.35,0.18,0.28,0.4,0.02,normal
399,84,udp,eco_i,RSTO,3380,95,0,1,0,1,1,1,1,0,0,3,1,0,5,0,1,0,71,11,0.15,0.16,0.4,0.16,0.03,0.25,0.18,192,29,0.71,0.12,0.39,0.08,0.41,0.04,0.13,0.16,normal
400,22,udp,http,REJ,5813,104,1,4,6,5,5,1,7,1,0,2,0,0,1,0,0,0,63,90,0.79,0.85,0.85,0.99,0.97,0.29,0.26,243,152,0.87,0.25,0.76,0.31,0.8,0.76,0.35,0.12,teardrop
401,78,udp,other,SH,3715,229,0,3,2,4,3,1,6,1,0,9,0,2,4,0,0,1,50,47,0.92,0.96,0.6,0.65,0.8,0.3,0.09,228,108,0.95,0.34,0.09,0.17,0.53,0.86,0.15,0.21,teardrop
402,88,udp,eco_i,RSTO,2219,2467,0,0,0,2,1,1,2,0,1,0,0,1,1,0,1,0,9,69,0.47,0.16,0.35,0.27,0.26,0.27,0.12,143,49,0.54,0.17,0.22,0.22,0.32,0.03,0.27,0.04,normal
403,7,icmp,http,SF,5153,534,0,4,7,5,5,1,0,1,1,7,1,2,5,0,1,1,76,96,0.63,0.77,1.0,0.62,0.95,0.21,0.1,90,179,0.83,0.2,0.1,0.15,0.58,0.56,0.15,0.33,neptune
404,36,tcp,ftp_data,RSTO,413,687,0,1,0,1,1,1,1,0,0,2,0,0,0,0,1,0,67,73,0.0,0.46,0.35,0.17,0.24,0.09,0.24,46,126,0.58,0.4,0.64,0.32,0.11,0.44,0.16,0.09,normal
405,11,icmp,ftp_data,S0,332,463,0,1,0,2,0,1,2,0,0,0,0,2,2,0,0,0,66,33,0.48,0.38,0.23,0.43,0.34,0.16,0.03,91,124,0.53,0.17,0.92,0.14,0.21,0.03,0.5,0.47,normal
406,83,tcp,private,SH,4676,2066,1,1,0,0,0,0,2,0,1,1,2,0,1,0,0,0,31,22,0.14,0.05,0.34,0.46,0.01,0.47,0.33,71,202,0.76,0.42,0.86,0.39,0.42,0.0,0.22,0.49,normal
407,17,icmp,private,RSTO,5591,623,1,7,8,2,5,0,9,0,0,3,3,1,3,0,0,1,100,11,0.76,0.83,0.69,0.69,0.9,0.35,0.11,251,198,0.93,0.35,0.89,0.4,0.84,0.64,0.27,0.44,teardrop
408,54,icmp,smtp,SH,9436,692,0,7,2,5,0,1,0,1,0,3,5,0,0,0,0,1,80,55,0.85,0.82,0.63,0.53,0.87,0.37,0.34,143,153,0.8,0.03,0.2,0.17,0.91,0.67,0.32,0.04,neptune
409,99,udp,ftp_data,SH,5736,1393,0,3,10,5,0,1,9,0,0,5,3,0,5,0,1,1,92,43,0.95,0.78,0.63,0.61,0.85,0.42,0.1,9,21,0.94,0.12,0.53,0.15,0.89,0.93,0.25,0.14,neptune
410,32,tcp,private,SF,4729,807,0,1,0,2,1,0,0,0,1,3,2,0,1,0,0,0,31,61,0.41,0.01,0.35,0.11,0.31,0.44,0.2,214,113,0.8,0.15,0.16,0.18,0.26,0.23,0.01,0.41,normal
411,41,udp,http,SF,3597,1465,1,6,1,3,3,0,2,1,0,2,2,0,3,0,0,1,40,59,0.71,0.58,0.8,0.99,0.83,0.24,0.14,201,244,0.81,0.45,0.55,0.13,0.76,0.65,0.35,0.16,teardrop
412,24,udp,ftp_data,SF,4636,1470,1,3,5,3,1,1,0,0,1,2,1,2,2,0,1,1,37,52,0.59,0.81,0.62,0.78,1.0,0.19,0.13,99,162,0.86,0.16,0.33,0.09,0.52,0.72,0.43,0.34,teardrop
413,6,tcp,http,SH,1778,2067,0,0,0,0,1,0,2,0,0,3,0,0,2,0,1,0,62,47,0.06,0.03,0.24,0.25,0.24,0.3,0.18,78,169,0.89,0.07,0.41,0.41,0.37,0.07,0.14,0.14,normal
414,60,udp,http,S0,9478,1457,0,6,5,5,2,0,2,0,1,6,2,2,5,0,0,1,89,92,0.94,0.76,0.6,0.89,0.94,0.09,0.19,209,217,0.92,0.33,0.31,0.01,0.79,0.75,0.23,0.03,teardrop
415,96,icmp,other,RSTO,9789,407,0,10,7,2,5,0,10,1,0,6,3,0,5,0,0,0,86,99,0.86,0.68,0.59,0.67,0.82,0.28,0.01,10,202,0.9,0.49,0.41,0.48,0.81,0.72,0.38,0.18,neptune
416,28,udp,smtp,SH,7479,1023,0,1,4,5,4,1,6,1,1,9,2,0,0,0,0,1,60,28,0.73,0.93,0.77,0.83,0.88,0.25,0.39,27,199,0.96,0.08,0.73,0.24,0.64,0.69,0.07,0.11,back
417,63,icmp,domain_u,S0,4599,761,1,2,0,1,5,0,10,0,1,10,2,2,3,0,1,1,85,7,0.98,0.63,0.79,0.72,0.9,0.4,0.44,191,223,0.94,0.02,0.98,0.05,0.67,0.55,0.36,0.32,teardrop
418,31,icmp,other,RSTO,3095,4962,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1,0,55,72,0.4,0.49,0.06,0.13,0.36,0.13,0.36,145,195,0.56,0.5,0.12,0.39,0.14,0.02,0.31,0.21,normal
419,62,udp,domain_u,REJ,9352,576,0,7,0,1,1,0,6,1,0,3,0,1,4,0,1,1,81,23,0.92,0.74,0.83,0.55,0.85,0.09,0.3,151,78,0.98,0.47,0.79,0.22,0.73,0.58,0.31,0.2,smurf
420,96,udp,smtp,RSTO,3842,873,0,0,0,0,0,0,2,0,0,2,2,1,2,0,1,0,66,10,0.46,0.32,0.4,0.04,0.38,0.13,0.23,140,122,0.79,0.04,0.06,0.2,0.07,0.4,0.42,0.28,normal
421,8,tcp,ftp_data,RSTO,1995,1687,1,4,8,5,0,1,3,1,1,3,4,0,0,0,0,1,46,35,0.72,0.7,0.62,0.56,0.96,0.43,0.11,220,199,0.93,0.0,0.22,0.42,0.53,0.98,0.48,0.45,back
422,66,icmp,ftp_data,S0,1543,3680,1,0,0,2,1,1,1,0,1,1,2,1,4,0,1,0,55,37,0.3,0.03,0.44,0.24,0.05,0.3,0.16,129,192,0.8,0.45,0.17,0.48,0.01,0.46,0.01,0.02,normal
423,87,icmp,private,SH,3059,1967,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,69,92,0.41,0.3,0.27,0.37,0.06,0.06,0.4,26,129,0.62,0.19,0.56,0.38,0.32,0.07,0.48,0.29,normal
424,24,udp,smtp,REJ,8985,1939,0,9,0,1,2,1,8,1,1,2,2,2,4,0,0,0,64,91,0.66,0.85,0.82,0.72,0.99,0.28,0.1,7,104,0.96,0.1,0.19,0.03,0.56,0.59,0.18,0.38,teardrop
425,44,udp,domain_u,SF,3483,1333,1,2,1,1,3,0,10,0,1,6,2,0,4,0,0,1,11,39,0.65,0.63,0.84,0.7,0.87,0.35,0.39,175,22,0.94,0.25,0.92,0.15,0.67,0.94,0.14,0.34,back
426,81,udp,eco_i,SF,8890,325,1,6,9,1,3,0,5,0,0,9,0,2,5,0,1,1,17,50,0.89,0.51,0.81,0.59,0.92,0.12,0.06,44,204,0.86,0.13,0.76,0.45,0.76,0.82,0.42,0.18,back
427,68,icmp,domain_u,SF,3480,2871,0,1,0,1,1,0,0,0,1,1,0,1,5,0,0,0,69,72,0.35,0.33,0.21,0.28,0.07,0.11,0.18,179,200,0.72,0.12,0.3,0.19,0.15,0.37,0.47,0.16,normal
428,46,icmp,other,REJ,8618,1192,0,3,7,4,2,0,5,1,0,5,4,2,4,0,1,1,51,31,0.71,0.8,0.72,0.63,0.92,0.28,0.01,107,130,0.88,0.43,0.68,0.02,0.94,0.54,0.48,0.13,teardrop
429,20,tcp,ftp_data,SF,6048,438,1,8,4,4,0,1,1,1,1,3,5,2,4,0,1,1,38,67,0.73,0.89,0.95,0.69,0.96,0.0,0.32,61,114,0.99,0.09,0.8,0.36,0.61,0.86,0.1,0.18,teardrop
430,84,tcp,smtp,REJ,3027,1169,0,6,1,1,5,0,2,1,0,5,2,1,3,0,1,1,85,2,0.98,0.84,0.95,0.76,0.84,0.47,0.01,126,82,0.98,0.18,0.04,0.15,0.69,0.76,0.3,0.38,back
431,46,icmp,eco_i,SF,3729,4624,0,0,0,1,0,1,1,0,0,0,0,0,5,0,1,0,21,41,0.35,0.48,0.29,0.48,0.28,0.13,0.2,5,87,0.86,0.14,0.03,0.23,0.49,0.4,0.23,0.3,normal
432,80,icmp,eco_i,RSTO,3170,529,1,6,5,2,0,0,0,0,1,1,1,0,0,0,0,1,15,62,0.87,0.8,0.95,0.98,0.95,0.24,0.06,20,138,0.93,0.2,0.17,0.23,0.81,0.96,0.35,0.07,neptune
433,72,udp,domain_u,SF,2440,164,1,2,0,2,0,1,0,0,1,1,1,0,5,0,1,0,14,85,0.43,0.28,0.4,0.4,0.45,0.36,0.21,219,9,0.74,0.03,0.05,0.48,0.09,0.41,0.06,0.17,normal
434,19,udp,domain_u,REJ,3104,231,1,1,0,0,0,1,2,0,1,3,1,1,1,0,0,0,60,95,0.04,0.26,0.06,0.41,0.06,0.41,0.09,166,236,0.77,0.09,0.24,0.06,0.47,0.03,0.15,0.29,normal
435,61,udp,private,SF,8725,1314,1,3,7,4,1,0,7,1,1,10,5,0,3,0,0,0,1,65,0.66,0.59,0.88,1.0,0.87,0.04,0.26,232,226,0.93,0.32,0.15,0.03,0.83,0.83,0.21,0.23,back
436,87,udp,domain_u,S0,4585,2903,0,1,0,2,1,0,2,0,1,1,2,0,3,0,0,0,64,9,0.1,0.04,0.14,0.21,0.5,0.19,0.5,135,164,0.97,0.35,0.13,0.49,0.06,0.07,0.01,0.3,normal
437,75,udp,http,REJ,3365,1153,0,0,0,2,1,1,2,0,1,3,0,0,1,0,1,0,72,91,0.39,0.38,0.09,0.02,0.06,0.43,0.05,62,235,0.72,0.01,0.32,0.42,0.23,0.49,0.1,0.05,normal
